mean_R,std_R,min_R,max_R,mean_G,std_G,min_G,max_G,mean_B,std_B,min_B,max_B,R_hist_0,R_hist_1,R_hist_2,R_hist_3,R_hist_4,R_hist_5,R_hist_6,R_hist_7,G_hist_0,G_hist_1,G_hist_2,G_hist_3,G_hist_4,G_hist_5,G_hist_6,G_hist_7,B_hist_0,B_hist_1,B_hist_2,B_hist_3,B_hist_4,B_hist_5,B_hist_6,B_hist_7,mean_H,std_H,min_H,max_H,mean_S,std_S,min_S,max_S,mean_V,std_V,min_V,max_V,mean_L,std_L,min_L,max_L,mean_A,std_A,min_A,max_A,mean_LAB_B,std_LAB_B,min_LAB_B,max_LAB_B,mean_gray,std_gray,min_gray,max_gray,brightness,brightness_std,glcm_contrast,glcm_contrast_std,glcm_dissimilarity,glcm_dissimilarity_std,glcm_homogeneity,glcm_homogeneity_std,glcm_energy,glcm_energy_std,glcm_correlation,glcm_correlation_std,glcm_ASM,glcm_ASM_std,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_mean,lbp_std,edge_density,gradient_mean,gradient_std,red_ratio_mean,red_ratio_std,red_green_difference_mean,red_green_difference_std,redness_percentage,image_name,label
174.0830078125,32.284665528045224,41,249,128.53143310546875,36.75058776962629,12,242,86.56451416015625,38.722501432888016,0,240,0.0,0.004699707,0.02520752,0.054260254,0.18835449,0.3922119,0.31323242,0.022033691,0.0075683594,0.03112793,0.11785889,0.3451538,0.3178711,0.11505127,0.056640625,0.008728027,0.031433105,0.20562744,0.5031128,0.13848877,0.04864502,0.035095215,0.03491211,0.0026855469,16.1951904296875,9.654574152356275,0,170,131.70343017578125,42.23178373653938,0,255,174.31964111328125,32.455057416710595,41,249,146.0836181640625,34.029296319533834,17,243,141.0628662109375,7.630774132101366,116,154,157.8350830078125,9.776663743229989,125,178,137.37103271484375,34.06962501825742,20,241,137.37103271484375,34.06962501825742,1.9346580412530874,1.1506589948880337,0.7632807260282182,0.22138513619693512,0.7098509788343733,0.0532071340813674,0.16391852085688396,0.013673228047988907,0.9455866816284242,0.032590658582913816,0.027056238645161018,0.004592268443210737,0.008728027343744673,0.03594970703122806,0.027221679687483385,0.12780761718742198,0.3848266601560151,0.21868896484361652,0.07147216796870637,0.04125976562497481,0.039978027343725596,0.0440673828124731,4.5406494140625,1.7392058196052804,0.06768798828125,49.72139590508781,57.99546281579506,0.4585051897663748,0.05331068546933747,45.55157470703125,19.54626051219343,0.9542236328125,0_0_anhu_0216.jpeg,Normal
195.48956298828125,70.60614300562867,9,255,160.81298828125,63.240465732861566,1,245,129.6126708984375,52.49785733718289,0,235,0.09020996,0.0256958,0.018127441,0.018798828,0.042541504,0.070373535,0.19873047,0.53552246,0.115234375,0.019042969,0.023498535,0.046569824,0.11248779,0.25177002,0.42095947,0.010437012,0.12286377,0.022827148,0.04852295,0.1350708,0.3317871,0.3024292,0.036071777,0.0004272461,20.61822509765625,30.485317008352098,0,179,88.38372802734375,30.895572621108467,0,255,195.5147705078125,70.54979161742284,9,255,172.16815185546875,65.73995128662894,3,247,136.418701171875,5.539220675858473,125,170,148.7864990234375,8.631554537813965,121,164,167.637451171875,63.83225509700484,5,246,167.637451171875,63.83225509700484,4.28437373437557,2.2055917718245026,0.9820314050195313,0.29734615229451533,0.7009100147305711,0.058308122086755544,0.18908119835315312,0.015812065280140262,0.9657235942053248,0.017734711528833432,0.03600172097908785,0.006052526531623396,0.014953613281240872,0.03771972656247698,0.022583007812486216,0.11651611328117888,0.33673095703104444,0.2263793945311118,0.06640624999995946,0.05065917968746908,0.06481933593746043,0.0632324218749614,4.751953125,1.9457664113377624,0.0823974609375,62.78923648880116,93.70847225499058,0.4097336758858394,0.049271573209975036,34.67657470703125,15.134442206572624,0.983154296875,0_0_baobeier_0020.jpeg,Normal
191.7744140625,59.612493894884274,7,255,149.5968017578125,62.089256997469455,0,252,136.9046630859375,56.93231416536991,0,240,0.011108398,0.020141602,0.07879639,0.070251465,0.08343506,0.10675049,0.1638794,0.4656372,0.05987549,0.072265625,0.091796875,0.109375,0.12536621,0.17010498,0.33538818,0.035827637,0.064208984,0.07751465,0.11224365,0.13293457,0.15710449,0.29449463,0.1538086,0.0076904297,30.34161376953125,55.90635643796853,0,179,82.77740478515625,39.93783407410178,0,255,191.82281494140625,59.48119339473648,9,255,165.4547119140625,59.60801235143873,2,252,142.33746337890625,8.4763038734236,122,179,141.21942138671875,4.9064377210476415,123,155,160.7608642578125,60.154459726892306,4,252,160.7608642578125,60.154459726892306,4.333482133342616,2.083348864547272,1.2065408880476745,0.29793862620733225,0.6187491886607702,0.04997803421154516,0.15245827306313095,0.009482538489602567,0.9615748938261104,0.01855170376384676,0.023333443561598992,0.0029133580089416174,0.010192871093743778,0.03546142578122836,0.029418945312482042,0.14001464843741454,0.398010253906007,0.2010498046873773,0.0658569335937098,0.03985595703122567,0.03710937499997735,0.043029785156223736,4.46990966796875,1.7354509167413088,0.12042236328125,77.40211142186462,84.22521898262794,0.4197505232273949,0.0709380854645537,42.1776123046875,18.36696842335545,0.991455078125,0_0_caiyilin_0100.jpeg,Normal
170.396728515625,62.11564004597254,5,248,158.23052978515625,59.14026187192507,12,239,155.0621337890625,56.32106228899635,16,229,0.034301758,0.085510254,0.041625977,0.043640137,0.10192871,0.20874023,0.29748535,0.18676758,0.033691406,0.099121094,0.046081543,0.064575195,0.12597656,0.2694702,0.32574463,0.035339355,0.030456543,0.09820557,0.049865723,0.07702637,0.14099121,0.28515625,0.30828857,0.010009766,43.0283203125,55.11339343967546,0,179,34.435302734375,21.426660292613747,0,223,173.41839599609375,60.317458960362245,16,248,166.50006103515625,60.00317170975756,9,242,132.097412109375,3.9357366019205493,122,156,131.1868896484375,6.002541290720698,81,141,161.50653076171875,59.35921834940447,13,241,161.50653076171875,59.35921834940447,2.7423264087444608,1.4393380742142317,0.8860362157263256,0.23258781241310914,0.6877906975697086,0.05130890169622178,0.15743098804621014,0.010356684055197274,0.9749222377969149,0.013157181982112642,0.024891776901825147,0.0032946655158184305,0.00891113281249456,0.030639648437481296,0.02929687499998212,0.13781738281241587,0.39160156249976097,0.20483398437487496,0.06530761718746014,0.04364013671872336,0.04644775390622165,0.041503906249974666,4.53570556640625,1.7395248754229153,0.08514404296875,57.3620188231005,70.33156455191022,0.3516370086225572,0.028882565766217293,12.16619873046875,12.407564577454728,0.7677001953125,0_0_cengyongti_0042.jpeg,Normal
213.02459716796875,32.92422486509909,42,255,186.1934814453125,39.837769667474575,25,255,177.85687255859375,40.54430790746924,28,255,0.0,0.004333496,0.010620117,0.018005371,0.046142578,0.067993164,0.48724365,0.36566162,0.0005493164,0.011657715,0.022094727,0.052368164,0.08270264,0.38482666,0.31256104,0.13323975,0.00024414062,0.012390137,0.030883789,0.05303955,0.13909912,0.48461914,0.15509033,0.12463379,20.49188232421875,42.42768500179043,0,179,44.8172607421875,22.22840759952294,0,138,213.096923828125,32.9826282298914,42,255,197.50274658203125,36.058474946996334,28,255,136.4803466796875,4.69336658688363,125,163,135.918701171875,4.435255470261325,121,145,193.2750244140625,37.436196323416986,30,255,193.2750244140625,37.436196323416986,1.3472240448790171,0.7062130444180004,0.5685661136792266,0.15384163148746563,0.7774700658637334,0.041103370402054897,0.24699979737906672,0.012299507868648897,0.9676416942067245,0.01716575084791034,0.06116017779911097,0.006107955081516572,0.007263183593745567,0.026184082031234016,0.017333984374989418,0.11596679687492921,0.3173217773435563,0.25585937499984385,0.07006835937495723,0.04693603515622135,0.09851074218743987,0.044555664062472806,4.8953857421875,1.8395856566934685,0.0638427734375,36.765761981270856,49.88856048851506,0.3726569848835336,0.022161257402807732,26.83111572265625,12.96370783289439,0.9132080078125,0_0_cengyongti_0063.jpeg,Normal
159.11138916015625,57.466312373311645,35,255,124.87493896484375,51.247224313851426,23,255,125.082275390625,39.6769633318461,38,255,0.0,0.115356445,0.06793213,0.07989502,0.12854004,0.2232666,0.32904053,0.05596924,0.016174316,0.1428833,0.105529785,0.18804932,0.3392334,0.1451416,0.0146484375,0.048339844,0.0,0.022033691,0.19805908,0.29956055,0.3998413,0.017700195,0.014526367,0.04827881,68.31903076171875,73.32987268944643,0,179,74.959228515625,27.89528887459313,0,167,162.62261962890625,51.9404693568005,51,255,140.28472900390625,51.877313542157964,28,254,141.9530029296875,4.605412837976042,123,155,132.46893310546875,12.03214837085949,96,150,135.1390380859375,51.04905422204555,31,253,135.1390380859375,51.04905422204555,3.473249362607361,1.7337264568131285,1.040683616988515,0.27588273311365613,0.6559876582307291,0.053496874190756494,0.16108446396703488,0.011470137533641211,0.9565649772568532,0.02158502681977319,0.0260797685865876,0.0037292471271855726,0.01312255859374199,0.0347290039062288,0.030334472656231484,0.13409423828116815,0.39013671874976186,0.18371582031238787,0.06195068359371218,0.04724121093747116,0.05090332031246893,0.05377197265621718,4.57037353515625,1.862275496935701,0.10491943359375,67.32699162781091,78.54328432033665,0.38363509287758363,0.03979482087658623,34.2364501953125,16.392855380197624,0.80218505859375,0_0_dongchengpeng_0020.jpeg,Normal
122.03839111328125,82.39403960215972,0,252,103.63629150390625,78.03469611443899,0,248,102.62200927734375,76.586389012019,1,255,0.22064209,0.12158203,0.085998535,0.10638428,0.07299805,0.09503174,0.12988281,0.16748047,0.28741455,0.12200928,0.12408447,0.07220459,0.057678223,0.12731934,0.15991211,0.04937744,0.27722168,0.14117432,0.1272583,0.06500244,0.061340332,0.16113281,0.11425781,0.052612305,75.07073974609375,75.68492065878516,0,179,65.9644775390625,40.245372682265675,0,255,123.68975830078125,82.73582831933045,4,255,111.40447998046875,81.43530270891769,1,249,135.25543212890625,4.8280745379424985,123,156,131.3922119140625,6.148669022802205,110,146,109.00457763671875,78.90102498815817,2,248,109.00457763671875,78.90102498815817,4.172609576819484,1.9609068999556398,1.0444285712325168,0.24828355240142397,0.6762143801760498,0.042109709269432,0.13426857503161718,0.007585689546065361,0.9785270054786651,0.010095613840206739,0.018085592926910303,0.002052782731385694,0.016479492187489942,0.04077148437497511,0.03625488281247787,0.14410400390616204,0.3048706054685639,0.1944580078123813,0.07653808593745329,0.05444335937496677,0.07153320312495634,0.06054687499996304,4.69488525390625,2.0213057572698885,0.09661865234375,65.96714535895869,90.23654307885928,0.3806030226559015,0.05605094734806245,18.402099609375,13.309319987186722,0.839111328125,0_0_dongchengpeng_0042.jpeg,Normal
197.47723388671875,47.42073947636557,37,255,175.2637939453125,52.06005436426922,10,255,172.9345703125,56.32253020247864,0,255,0.0,0.016479492,0.045166016,0.040039062,0.073913574,0.1572876,0.3017578,0.36535645,0.0017089844,0.0368042,0.056762695,0.073791504,0.17584229,0.2397461,0.19110107,0.22424316,0.00982666,0.033081055,0.068481445,0.09857178,0.16766357,0.20178223,0.18591309,0.23468018,73.91143798828125,77.26964746248757,0,179,40.07891845703125,31.53290784637905,0,255,198.02215576171875,47.085216751796196,37,255,186.07061767578125,49.00514741935878,14,254,135.932861328125,5.868036033540213,122,167,132.48345947265625,5.627557564817102,118,151,181.64068603515625,50.61416244354328,17,254,181.64068603515625,50.61416244354328,2.0291873080025926,1.0690255326950684,0.7564756396253862,0.2065910404852863,0.7166059748120528,0.04986399061994623,0.1473590862434193,0.011112781837456197,0.9744800268758491,0.013462758034618562,0.021838194218662385,0.00326761486993362,0.00756835937499538,0.022583007812486216,0.01953124999998808,0.12139892578117589,0.40930175781225014,0.24578857421859998,0.05688476562496528,0.033447265624979586,0.04827880859372053,0.0352172851562285,4.57061767578125,1.6203414170876933,0.0721435546875,49.57083538577044,61.42539244297946,0.3683318164147461,0.03548643510959235,22.21343994140625,15.977616103181077,0.868896484375,0_0_gulinazha_0035.jpeg,Normal
201.04339599609375,46.67917438620103,0,255,152.7813720703125,47.369040323034156,0,247,139.810791015625,46.81654001216057,0,245,0.0073242188,0.008422852,0.05114746,0.031311035,0.055908203,0.07904053,0.40063477,0.36621094,0.03375244,0.048828125,0.043395996,0.07305908,0.26623535,0.3574829,0.15985107,0.01739502,0.053710938,0.042053223,0.05670166,0.08557129,0.42059326,0.2557373,0.078125,0.007507324,7.88909912109375,14.877001188880913,0,179,84.03094482421875,34.758811929830436,0,255,201.04876708984375,46.66242426277852,2,255,170.7022705078125,46.24339432051127,0,250,144.48748779296875,5.597902586375562,124,165,142.18194580078125,4.00738316693972,123,156,165.739013671875,46.64393179655012,1,249,165.739013671875,46.64393179655012,2.441372418645137,0.8779082284605041,0.7499734813767749,0.14793103078015998,0.732214493412467,0.035420000057229076,0.19732304319020222,0.0095373934446622,0.9638245950797222,0.0132452105444953,0.0390273452475607,0.0038113148974580325,0.0347290039062288,0.05511474609371636,0.03576660156247817,0.10357666015618677,0.1957397460936305,0.19323730468738204,0.0742187499999547,0.06829833984370831,0.13977050781241468,0.09954833984368923,5.1240234375,2.421723588701998,0.08050537109375,42.87905652020082,63.96791923025449,0.4207155497093674,0.05935651056905863,48.26202392578125,13.69018000323268,0.9974365234375,1-1-59_6128b3f32ba4b_jpg.rf.5f0a7c557a194f2f5d51373a03b80d76.jpg,Normal
223.19451904296875,8.527210681687844,149,255,193.5157470703125,13.48196209141919,113,255,174.3187255859375,16.439927516118914,97,255,0.0,0.0,0.0,0.0,0.00012207031,0.0056152344,0.4423828,0.5518799,0.0,0.0,0.0,0.00018310547,0.018981934,0.38848877,0.58721924,0.005126953,0.0,0.0,0.0,0.01159668,0.13909912,0.722229,0.12200928,0.005065918,12.01837158203125,4.483023738554417,0,165,56.235107421875,12.108176266803842,0,122,223.197509765625,8.537060386850543,149,255,204.82305908203125,11.407266779057094,130,255,135.626220703125,1.984451517747443,125,144,141.63702392578125,2.7213123396650913,125,156,200.2249755859375,12.236536816083097,122,255,200.2249755859375,12.236536816083097,0.5791773558063489,0.19149901093447338,0.2899533279535311,0.04085549181689135,0.8674888292935712,0.014902466665437432,0.34837336570441585,0.007528746155397219,0.8754317909385976,0.043101761554143116,0.12142068395089509,0.005268566396111668,0.06628417968745955,0.0907592773436946,0.03533935546872843,0.07476806640620436,0.07598876953120362,0.10687255859368476,0.07897949218745179,0.10833740234368387,0.17028808593739606,0.19238281249988257,5.550048828125,2.9364708964573127,0.00335693359375,12.717001694597428,25.588114873558364,0.3783195190023378,0.011159151540714974,29.67877197265625,5.803106788117257,0.99609375,1000_F_264427564_hdroYJZmsf8Oi96vZHr94ARkFHgCGtio_jpg.rf.ed9badfacc9925cbce9dfc245d79334b.jpg,Normal
