image_name,label,mean_R,std_R,mean_G,std_G,mean_B,std_B,mean_H,std_H,mean_S,std_S,mean_V,std_V,R_hist_0,R_hist_1,R_hist_2,R_hist_3,R_hist_4,R_hist_5,R_hist_6,R_hist_7,G_hist_0,G_hist_1,G_hist_2,G_hist_3,G_hist_4,G_hist_5,G_hist_6,G_hist_7,B_hist_0,B_hist_1,B_hist_2,B_hist_3,B_hist_4,B_hist_5,B_hist_6,B_hist_7,brightness,gray_std,glcm_contrast,glcm_correlation,glcm_energy,glcm_homogeneity
0_0_anhu_0216.jpeg,Normal,174.0830078125,32.284665528045224,128.53143310546875,36.75058776962629,86.56451416015625,38.722501432888016,16.1951904296875,9.654574152356275,131.70343017578125,42.23178373653938,174.31964111328125,32.455057416710595,0.0,0.00469970703125,0.02520751953125,0.05426025390625,0.1883544921875,0.3922119140625,0.313232421875,0.02203369140625,0.007568359375,0.0311279296875,0.11785888671875,0.34515380859375,0.31787109375,0.11505126953125,0.056640625,0.00872802734375,0.03143310546875,0.20562744140625,0.50311279296875,0.13848876953125,0.04864501953125,0.03509521484375,0.034912109375,0.002685546875,137.37103271484375,34.06962501825742,1.3912591692370897,0.9609676895724264,0.1723464194980914,0.7406606267181385
0_0_baobeier_0020.jpeg,Normal,195.48956298828125,70.60614300562867,160.81298828125,63.240465732861566,129.6126708984375,52.49785733718289,20.61822509765625,30.485317008352098,88.38372802734375,30.895572621108467,195.5147705078125,70.54979161742284,0.0902099609375,0.02569580078125,0.01812744140625,0.018798828125,0.04254150390625,0.07037353515625,0.19873046875,0.5355224609375,0.115234375,0.01904296875,0.02349853515625,0.04656982421875,0.11248779296875,0.25177001953125,0.42095947265625,0.01043701171875,0.12286376953125,0.0228271484375,0.04852294921875,0.13507080078125,0.331787109375,0.30242919921875,0.03607177734375,0.00042724609375,167.637451171875,63.83225509700484,3.0948675764539066,0.9753025508629205,0.19671563107541212,0.7282346820354175
0_0_caiyilin_0100.jpeg,Normal,191.7744140625,59.612493894884274,149.5968017578125,62.089256997469455,136.9046630859375,56.93231416536991,30.34161376953125,55.90635643796853,82.77740478515625,39.93783407410178,191.82281494140625,59.48119339473648,0.0111083984375,0.0201416015625,0.07879638671875,0.07025146484375,0.08343505859375,0.10675048828125,0.16387939453125,0.46563720703125,0.05987548828125,0.072265625,0.091796875,0.109375,0.1253662109375,0.17010498046875,0.33538818359375,0.03582763671875,0.064208984375,0.0775146484375,0.11224365234375,0.1329345703125,0.1571044921875,0.29449462890625,0.15380859375,0.0076904296875,160.7608642578125,60.154459726892306,3.0920795083777697,0.9726031584126211,0.15891333534800361,0.6517994912439156
0_0_cengyongti_0042.jpeg,Normal,170.396728515625,62.11564004597254,158.23052978515625,59.14026187192507,155.0621337890625,56.32106228899635,43.0283203125,55.11339343967546,34.435302734375,21.426660292613747,173.41839599609375,60.317458960362245,0.0343017578125,0.08551025390625,0.0416259765625,0.04364013671875,0.1019287109375,0.208740234375,0.2974853515625,0.186767578125,0.03369140625,0.09912109375,0.04608154296875,0.0645751953125,0.1259765625,0.26947021484375,0.32574462890625,0.03533935546875,0.03045654296875,0.09820556640625,0.04986572265625,0.0770263671875,0.1409912109375,0.28515625,0.30828857421875,0.010009765625,161.50653076171875,59.35921834940447,1.9831049662099338,0.9818725858180654,0.1643666672162351,0.7199663390945483
0_0_cengyongti_0063.jpeg,Normal,213.02459716796875,32.92422486509909,186.1934814453125,39.837769667474575,177.85687255859375,40.54430790746924,20.49188232421875,42.42768500179043,44.8172607421875,22.22840759952294,213.096923828125,32.9826282298914,0.0,0.00433349609375,0.0106201171875,0.01800537109375,0.046142578125,0.0679931640625,0.48724365234375,0.36566162109375,0.00054931640625,0.01165771484375,0.0220947265625,0.0523681640625,0.08270263671875,0.38482666015625,0.31256103515625,0.13323974609375,0.000244140625,0.01239013671875,0.0308837890625,0.05303955078125,0.13909912109375,0.484619140625,0.15509033203125,0.1246337890625,193.2750244140625,37.436196323416986,0.9820461203422408,0.9765062273569397,0.25518351262832617,0.8017929348765886
0_0_dongchengpeng_0020.jpeg,Normal,159.11138916015625,57.466312373311645,124.87493896484375,51.247224313851426,125.082275390625,39.6769633318461,68.31903076171875,73.32987268944643,74.959228515625,27.89528887459313,162.62261962890625,51.9404693568005,0.0,0.1153564453125,0.06793212890625,0.07989501953125,0.1285400390625,0.2232666015625,0.32904052734375,0.05596923828125,0.01617431640625,0.14288330078125,0.10552978515625,0.18804931640625,0.3392333984375,0.1451416015625,0.0146484375,0.04833984375,0.0,0.02203369140625,0.19805908203125,0.299560546875,0.39984130859375,0.0177001953125,0.0145263671875,0.04827880859375,135.1390380859375,51.04905422204555,2.470051276040055,0.9691605952637976,0.1680708564637628,0.6865166937888618
0_0_dongchengpeng_0042.jpeg,Normal,122.03839111328125,82.39403960215972,103.63629150390625,78.03469611443899,102.62200927734375,76.586389012019,75.07073974609375,75.68492065878516,65.9644775390625,40.245372682265675,123.68975830078125,82.73582831933045,0.22064208984375,0.12158203125,0.08599853515625,0.10638427734375,0.072998046875,0.09503173828125,0.1298828125,0.16748046875,0.28741455078125,0.12200927734375,0.12408447265625,0.07220458984375,0.05767822265625,0.1273193359375,0.159912109375,0.04937744140625,0.2772216796875,0.14117431640625,0.12725830078125,0.06500244140625,0.06134033203125,0.1611328125,0.1142578125,0.0526123046875,109.00457763671875,78.90102498815817,3.0009703261594094,0.9845658888134392,0.13955825506917766,0.7048540245501429
0_0_gulinazha_0035.jpeg,Normal,197.47723388671875,47.42073947636557,175.2637939453125,52.06005436426922,172.9345703125,56.32253020247864,73.91143798828125,77.26964746248757,40.07891845703125,31.53290784637905,198.02215576171875,47.085216751796196,0.0,0.0164794921875,0.045166015625,0.0400390625,0.07391357421875,0.15728759765625,0.3017578125,0.3653564453125,0.001708984375,0.03680419921875,0.0567626953125,0.07379150390625,0.17584228515625,0.23974609375,0.19110107421875,0.2242431640625,0.00982666015625,0.0330810546875,0.0684814453125,0.09857177734375,0.16766357421875,0.2017822265625,0.1859130859375,0.23468017578125,181.64068603515625,50.61416244354328,1.4338195902954307,0.9819862277272866,0.15417654626247213,0.7477889744165183
1-1-59_6128b3f32ba4b_jpg.rf.5f0a7c557a194f2f5d51373a03b80d76.jpg,Normal,201.04339599609375,46.67917438620103,152.7813720703125,47.369040323034156,139.810791015625,46.81654001216057,7.88909912109375,14.877001188880913,84.03094482421875,34.758811929830436,201.04876708984375,46.66242426277852,0.00732421875,0.0084228515625,0.0511474609375,0.03131103515625,0.055908203125,0.07904052734375,0.400634765625,0.3662109375,0.03375244140625,0.048828125,0.04339599609375,0.07305908203125,0.2662353515625,0.35748291015625,0.15985107421875,0.01739501953125,0.0537109375,0.04205322265625,0.05670166015625,0.0855712890625,0.42059326171875,0.2557373046875,0.078125,0.00750732421875,165.739013671875,46.64393179655012,1.898178843232689,0.9719301822571136,0.20301174758634116,0.7535056441897667
1000_F_264427564_hdroYJZmsf8Oi96vZHr94ARkFHgCGtio_jpg.rf.ed9badfacc9925cbce9dfc245d79334b.jpg,Normal,223.19451904296875,8.527210681687844,193.5157470703125,13.48196209141919,174.3187255859375,16.439927516118914,12.01837158203125,4.483023738554417,56.235107421875,12.108176266803842,223.197509765625,8.537060386850543,0.0,0.0,0.0,0.0,0.0001220703125,0.005615234375,0.4423828125,0.5518798828125,0.0,0.0,0.0,0.00018310546875,0.01898193359375,0.38848876953125,0.58721923828125,0.005126953125,0.0,0.0,0.0,0.0115966796875,0.13909912109375,0.72222900390625,0.12200927734375,0.00506591796875,200.2249755859375,12.236536816083097,0.523437863281977,0.888120799807486,0.3528354381820688,0.8752307151222228
1000_F_439911976_3ESvVYa7aWJjCZRg2Ulu2KGXkYVpEtT7_jpg.rf.dd6ddd5535e264a293074805005c3593.jpg,Normal,212.819091796875,41.56382295539421,193.93072509765625,55.483659073031916,184.695068359375,65.38447857982415,61.028564453125,50.41377413513672,44.70367431640625,48.91346563359073,214.38079833984375,42.38694262649795,0.00787353515625,0.00653076171875,0.00701904296875,0.0413818359375,0.061767578125,0.06866455078125,0.13177490234375,0.67498779296875,0.0115966796875,0.01800537109375,0.057861328125,0.07257080078125,0.072021484375,0.12811279296875,0.12646484375,0.51336669921875,0.01519775390625,0.05059814453125,0.08599853515625,0.067138671875,0.10076904296875,0.10235595703125,0.0655517578125,0.51239013671875,198.5693359375,51.73531364435064,4.15390041326958,0.9502764634067628,0.48092393189194277,0.7909992947390944
123123.jpg,Normal,169.2115478515625,14.983117890654444,149.96783447265625,13.89335350198772,135.29376220703125,13.890535192204668,13.01123046875,0.9486940291509456,51.36834716796875,3.9738987950601676,169.2115478515625,14.983117890654444,0.0,0.0,0.0,0.013427734375,0.2362060546875,0.73736572265625,0.01300048828125,0.0,0.0,0.0,0.0006103515625,0.0640869140625,0.62506103515625,0.31024169921875,0.0,0.0,0.0,0.0,0.008544921875,0.2783203125,0.7119140625,0.001220703125,0.0,0.0,154.048095703125,14.184591740971202,0.2749057646552794,0.9569099810207483,0.3226154466972124,0.8726785989647347
